SOPInstanceUID,Target
1.2.826.0.1.3680043.8.498.64118809799676648064059319163318733927,3 
1.2.826.0.1.3680043.8.498.64134825534720730286251779057267663191,6 
1.2.826.0.1.3680043.8.498.64155948815204971385934477338567331312,3 
1.2.826.0.1.3680043.8.498.64329351736294805252527420481215994108,6 
1.2.826.0.1.3680043.8.498.64405656649771447512439381118356229794,3 
1.2.826.0.1.3680043.8.498.64423644406532654278871919856618724597,6 
1.2.826.0.1.3680043.8.498.64640774339692622642370766769649236555,9 21 
1.2.826.0.1.3680043.8.498.64780435588685129989778773284444060095,3 
1.2.826.0.1.3680043.8.498.64787304292772971563182337459186092708,21 
1.2.826.0.1.3680043.8.498.64856655695166446239802167810992758453,3 
1.2.826.0.1.3680043.8.498.65003205398871621761503063326743213326,3 
1.2.826.0.1.3680043.8.498.65033362644248161869583671594930687473,3 
1.2.826.0.1.3680043.8.498.65039958149951814652464814963818262832,2 
1.2.826.0.1.3680043.8.498.65222322889914743223343970567045254399,3 
1.2.826.0.1.3680043.8.498.65365598053556042588919608315407730891,3 
1.2.826.0.1.3680043.8.498.65367782739053484696600623678658844526,3 
1.2.826.0.1.3680043.8.498.65388713293559387918489209774464905604,9 21 
1.2.826.0.1.3680043.8.498.65392622059419348540762005477627260116,21 
1.2.826.0.1.3680043.8.498.65445698963771372640304591518104530812,3 
1.2.826.0.1.3680043.8.498.65452424240994805812717428674475343109,3 
1.2.826.0.1.3680043.8.498.65456109311395877607871812777406329895,14 
1.2.826.0.1.3680043.8.498.65457105001733230358518640583330405129,3 
1.2.826.0.1.3680043.8.498.65508049594021597581136525739723111726,11 
1.2.826.0.1.3680043.8.498.65603475201439837687234148759368025488,2 
1.2.826.0.1.3680043.8.498.65615000578079518927267459121995934432,3 
1.2.826.0.1.3680043.8.498.65615459103180447559628908085408005841,12 
1.2.826.0.1.3680043.8.498.65641115350403351287640232593608685065,3 
1.2.826.0.1.3680043.8.498.65724950385121664606938319165870413404,11 
1.2.826.0.1.3680043.8.498.65767022020470341089224815879598875372,3 
1.2.826.0.1.3680043.8.498.65796179052783624546335525263295718905,11 
1.2.826.0.1.3680043.8.498.66010967658081962302798201055129746466,6 
1.2.826.0.1.3680043.8.498.66059356165184284726488919105781982036,3 
1.2.826.0.1.3680043.8.498.66090421685182342980503431575556713055,13 
1.2.826.0.1.3680043.8.498.66322363497584370900137914447702444544,8 
1.2.826.0.1.3680043.8.498.66332272584428778344828727450199281192,11 
1.2.826.0.1.3680043.8.498.66371218323922540331782766037657204987,16 
1.2.826.0.1.3680043.8.498.66582057384045055981567526409278813503,3 
1.2.826.0.1.3680043.8.498.66595805599214339458617446569662742853,3 
1.2.826.0.1.3680043.8.498.66612327299912062885265533960305509300,0 
1.2.826.0.1.3680043.8.498.66680664481160963525432660028073202846,16 
1.2.826.0.1.3680043.8.498.66883590224936634028808629191284476297,21 
1.2.826.0.1.3680043.8.498.66896854172148311072621588203548706035,3 
1.2.826.0.1.3680043.8.498.66906899504786907554515781783073721785,3 
1.2.826.0.1.3680043.8.498.66921848813205833785951276187968578587,0 3 
1.2.826.0.1.3680043.8.498.66932261724595553615844926933251972153,6 
1.2.826.0.1.3680043.8.498.66980780971351663848401510938693791870,11 
1.2.826.0.1.3680043.8.498.66994000214538284994831173405710593410,14 
1.2.826.0.1.3680043.8.498.67122151083469237069147611999383292423,0 
1.2.826.0.1.3680043.8.498.67179130031890276776208974012835618573,9 
1.2.826.0.1.3680043.8.498.67231795829856555955789394715934480341,11 
1.2.826.0.1.3680043.8.498.67258422635127040462071888580785840426,3 
1.2.826.0.1.3680043.8.498.67259069119570660691577109167708786807,14 
1.2.826.0.1.3680043.8.498.67348831696239827753980449955973800832,11 
1.2.826.0.1.3680043.8.498.67372263582566181615430992285813411404,12 
1.2.826.0.1.3680043.8.498.67425855378177166596248093205738304506,3 
1.2.826.0.1.3680043.8.498.67457566870019230845749873635150332008,9 21 
1.2.826.0.1.3680043.8.498.67498246555904727222770760880185608565,16 
1.2.826.0.1.3680043.8.498.67559537148654160011527959040969363789,11 
1.2.826.0.1.3680043.8.498.67572369792636903794756154407220077055,13 20 
1.2.826.0.1.3680043.8.498.67608274685284825208203298925293102748,11 
1.2.826.0.1.3680043.8.498.67632175253849200050447992903852617818,9 21 
1.2.826.0.1.3680043.8.498.67661804516672106247859016341229235215,3 
1.2.826.0.1.3680043.8.498.67688242634068470294792004242095756627,14 
1.2.826.0.1.3680043.8.498.67722094198818349683386822590668124299,3 
1.2.826.0.1.3680043.8.498.67789794435741873870140624318123072500,21 
1.2.826.0.1.3680043.8.498.67791093428384211568637563840813610017,6 
1.2.826.0.1.3680043.8.498.67804432083764946943243391321844629048,15 
1.2.826.0.1.3680043.8.498.67855102545415007006855030785491877810,2 13 20 
1.2.826.0.1.3680043.8.498.67874231483635013423068344111640122891,3 
1.2.826.0.1.3680043.8.498.68088603689755131947964416999586816538,15 
1.2.826.0.1.3680043.8.498.68178124482700344734822346753000091962,5 
1.2.826.0.1.3680043.8.498.68213774262793014146295070350598415332,2 
1.2.826.0.1.3680043.8.498.68242369358136076091750987392679544814,11 
1.2.826.0.1.3680043.8.498.68406114115504976098308455781382728172,3 
1.2.826.0.1.3680043.8.498.68600823044437176332768435692186918548,11 
1.2.826.0.1.3680043.8.498.68610898466861045318319650287487509516,3 
1.2.826.0.1.3680043.8.498.68838852493611207792479909266291591871,6 
1.2.826.0.1.3680043.8.498.68861569387737677541724515518885079919,3 
1.2.826.0.1.3680043.8.498.68948032237644295491180754304957752841,14 
1.2.826.0.1.3680043.8.498.68959575487815386781957360531508175583,7 
1.2.826.0.1.3680043.8.498.68959812189539083943625846721598453153,0 
1.2.826.0.1.3680043.8.498.69090765137703706212203514037303094628,3 
1.2.826.0.1.3680043.8.498.69138151863777650798675049709312263309,6 
1.2.826.0.1.3680043.8.498.69359954410104707713982980308357220790,14 
1.2.826.0.1.3680043.8.498.69452827022600794491070710896411122822,3 
1.2.826.0.1.3680043.8.498.69542059827109885896352696519843719349,15 
1.2.826.0.1.3680043.8.498.69648028795258663156585287841905465199,3 
1.2.826.0.1.3680043.8.498.69682764742272243483567433730826095292,3 
1.2.826.0.1.3680043.8.498.69691671218048633208860810485131266610,6 
1.2.826.0.1.3680043.8.498.69780693352510167266847316539821108215,20 
1.2.826.0.1.3680043.8.498.69813104188657620508599581135145058221,3 
1.2.826.0.1.3680043.8.498.69818234785491876446394248836956694498,3 
1.2.826.0.1.3680043.8.498.69863253075709712118100767169911517816,14 
1.2.826.0.1.3680043.8.498.69903254762653969894877548158266560861,15 
1.2.826.0.1.3680043.8.498.69984126810063910029560767849424857067,0 
1.2.826.0.1.3680043.8.498.69985912985150551871747901346115968494,15 
1.2.826.0.1.3680043.8.498.70153954809831399576176393098004132242,3 
1.2.826.0.1.3680043.8.498.70154991260298961514707062401788282566,2 
1.2.826.0.1.3680043.8.498.70205111740756550243801860180222841556,11 
1.2.826.0.1.3680043.8.498.70256185038731219542852495059342479550,3 
1.2.826.0.1.3680043.8.498.70299187978213337953821693169949199949,3 
1.2.826.0.1.3680043.8.498.70473311629381043043692492241836808166,10 11 19 
1.2.826.0.1.3680043.8.498.70498328866594019815681159359014898912,14 
1.2.826.0.1.3680043.8.498.70526532962051556530371923844389577114,9 21 
1.2.826.0.1.3680043.8.498.70541144561808389653530998116369068001,3 
1.2.826.0.1.3680043.8.498.70556942085726244770922180468772389771,15 
1.2.826.0.1.3680043.8.498.70638504682792788920821443898972920526,3 
1.2.826.0.1.3680043.8.498.70653143470936675785774637129242681352,3 
1.2.826.0.1.3680043.8.498.70697631823307562288654666875663936838,0 
1.2.826.0.1.3680043.8.498.70750196402052801068894461232891272738,3 
1.2.826.0.1.3680043.8.498.71157989004260882669063657298878631277,3 
1.2.826.0.1.3680043.8.498.71395499531983875426566111641999107780,3 
1.2.826.0.1.3680043.8.498.71414931266984795263697005963391289642,13 
1.2.826.0.1.3680043.8.498.71446631430051241458602990266940324877,1 
1.2.826.0.1.3680043.8.498.71483378846748952282785895179910107762,3 
1.2.826.0.1.3680043.8.498.71538182163439232627067149201723208332,3 
1.2.826.0.1.3680043.8.498.71559935491923175074164680562653991170,15 
1.2.826.0.1.3680043.8.498.71782455619707465800640476833895211640,14 
1.2.826.0.1.3680043.8.498.71899403786732730287540270988796884167,0 
1.2.826.0.1.3680043.8.498.71937465866376461646410699392390775049,3 
1.2.826.0.1.3680043.8.498.71952727118734007079101568218876841339,3 
1.2.826.0.1.3680043.8.498.72016401052462335241200397926602631772,13 
1.2.826.0.1.3680043.8.498.72028173467793995726203287757599572243,14 
1.2.826.0.1.3680043.8.498.72076850975907007834224602949270463597,16 
1.2.826.0.1.3680043.8.498.72088382632480726905008451265837447302,3 
1.2.826.0.1.3680043.8.498.72119181537554984992864181522730299121,3 
1.2.826.0.1.3680043.8.498.72122390782459476415737827323086450857,3 
1.2.826.0.1.3680043.8.498.72164835996671267768834942696298429322,2 
1.2.826.0.1.3680043.8.498.72250685815685938513028073868055278263,3 
1.2.826.0.1.3680043.8.498.72312911034063986883465660577354642887,2 
1.2.826.0.1.3680043.8.498.72313712997086121837111944896271256858,3 
1.2.826.0.1.3680043.8.498.72366730326290939562758154525648346058,1 
1.2.826.0.1.3680043.8.498.72387851843466159412184926262499793661,11 
1.2.826.0.1.3680043.8.498.72558621588625374076289057954754895994,0 
1.2.826.0.1.3680043.8.498.72573571863585256063938116583395524346,15 
1.2.826.0.1.3680043.8.498.72593196998117190739467250952919604546,6 
1.2.826.0.1.3680043.8.498.72672335045912268921999325675131058921,6 
1.2.826.0.1.3680043.8.498.72839920220668933836076164211296563095,3 
1.2.826.0.1.3680043.8.498.72851109615241080787718935217138640285,3 
1.2.826.0.1.3680043.8.498.72908203752062511272415279481353711219,11 
1.2.826.0.1.3680043.8.498.72926634239167532999574001843496366695,9 
1.2.826.0.1.3680043.8.498.73020573709538411020528367221970383423,3 
1.2.826.0.1.3680043.8.498.73089726107817094628581554930488645767,3 
1.2.826.0.1.3680043.8.498.73093853450191054079522559085580096694,15 
1.2.826.0.1.3680043.8.498.73111358555919845078798139863285978267,3 
1.2.826.0.1.3680043.8.498.73297317139475255279713965841023178976,3 
1.2.826.0.1.3680043.8.498.73407587074830652051326702823521984608,11 
1.2.826.0.1.3680043.8.498.73428062300643645269808817929782667916,9 21 
1.2.826.0.1.3680043.8.498.73445894389935034071849451944583904490,16 
1.2.826.0.1.3680043.8.498.73454227956344101858994051966532909095,9 21 
1.2.826.0.1.3680043.8.498.73514478881902992812319565145301321711,3 
1.2.826.0.1.3680043.8.498.73575347116446378245931119858853097653,3 
1.2.826.0.1.3680043.8.498.73706902971816132332080183112465560906,3 
1.2.826.0.1.3680043.8.498.73801343511733012247271110713759284748,9 21 
1.2.826.0.1.3680043.8.498.73858537612135184549167650997783506995,14 
1.2.826.0.1.3680043.8.498.73877367366458536940196833253281718520,11 
1.2.826.0.1.3680043.8.498.73880209892762665638411790524150173058,3 
1.2.826.0.1.3680043.8.498.73937651257440220107765064635207306113,18 
1.2.826.0.1.3680043.8.498.73965612867945967253020325082876208401,3 
1.2.826.0.1.3680043.8.498.74010549694435812707613359310821705680,9 
1.2.826.0.1.3680043.8.498.74083193005573851060258495550786359123,1 
1.2.826.0.1.3680043.8.498.74117254924992467330013644667165588223,3 
1.2.826.0.1.3680043.8.498.74203777388456417058766228408603509916,10 19 
1.2.826.0.1.3680043.8.498.74230444316058531949996337468060166376,3 
1.2.826.0.1.3680043.8.498.74264808869550342454605843666587636719,11 
1.2.826.0.1.3680043.8.498.74290446148781922284677577406027233987,9 21 
1.2.826.0.1.3680043.8.498.74343187950163880996901546604358575658,3 
1.2.826.0.1.3680043.8.498.74370234380328288896130564415958957775,9 21 
1.2.826.0.1.3680043.8.498.74662004268670609746920035230229261250,1 
1.2.826.0.1.3680043.8.498.74706890867516652449775415791336271251,12 
1.2.826.0.1.3680043.8.498.74785110516984835431363996130296515864,3 
1.2.826.0.1.3680043.8.498.74798020257706256877667419309031880118,3 
1.2.826.0.1.3680043.8.498.74830143260178495808733337859705527858,14 
1.2.826.0.1.3680043.8.498.74856220852423198555486702707715689735,4 
1.2.826.0.1.3680043.8.498.74954261160163769566149726129987045841,1 12 
1.2.826.0.1.3680043.8.498.75037222723642024589415527106192294525,2 
1.2.826.0.1.3680043.8.498.75068238436974760005302080353720252096,16 
1.2.826.0.1.3680043.8.498.75088101128479326100224025413876509003,3 
1.2.826.0.1.3680043.8.498.75192048088838996701416453695378745853,9 21 
1.2.826.0.1.3680043.8.498.75201308770455891867461859032938942594,3 
1.2.826.0.1.3680043.8.498.75243637122822422802803455060201037925,9 21 
1.2.826.0.1.3680043.8.498.75318830856718822271498180261390634537,0 
1.2.826.0.1.3680043.8.498.75354982972213938063778238905438271786,14 
1.2.826.0.1.3680043.8.498.75371875098288485781683142614443689050,3 
1.2.826.0.1.3680043.8.498.75413035160863338864815413392222525260,6 
1.2.826.0.1.3680043.8.498.75420811304599769081200690707955676118,3 
1.2.826.0.1.3680043.8.498.75430486831412802144776980806805886986,0 
1.2.826.0.1.3680043.8.498.75484270426712035335413869190398572729,2 
1.2.826.0.1.3680043.8.498.75537417749251777157317787281898395156,0 
1.2.826.0.1.3680043.8.498.75581467816143443324326230422106613298,3 
1.2.826.0.1.3680043.8.498.75792388956489541752744281285455600142,9 
1.2.826.0.1.3680043.8.498.75932240489221075589097397484896361550,3 
1.2.826.0.1.3680043.8.498.75938147298386832280002311650015738023,3 
1.2.826.0.1.3680043.8.498.75944278189054974260022087226863188643,20 
1.2.826.0.1.3680043.8.498.75946763178249306798650633431805526286,16 
1.2.826.0.1.3680043.8.498.76020208464480144206974914217082888054,14 
1.2.826.0.1.3680043.8.498.76091107552495274212837891279220854766,3 
1.2.826.0.1.3680043.8.498.76107205665486997963927302537934558632,11 
1.2.826.0.1.3680043.8.498.76250330176320020327546798579446061026,3 
1.2.826.0.1.3680043.8.498.76256696532902732772735196757685171030,13 
1.2.826.0.1.3680043.8.498.76288559028107802787911530200045353531,3 
1.2.826.0.1.3680043.8.498.76431622327580600038847686733766338124,0 
1.2.826.0.1.3680043.8.498.76467492263297928840086886552357608519,3 
1.2.826.0.1.3680043.8.498.76482195481290376937939274201235029927,14 
1.2.826.0.1.3680043.8.498.76539467832592559265265181948899659798,6 
1.2.826.0.1.3680043.8.498.76683112957077203895039340899872574910,3 
1.2.826.0.1.3680043.8.498.76759692985659181820775136754833899966,3 
1.2.826.0.1.3680043.8.498.76769883690062886340068554422038907177,3 
1.2.826.0.1.3680043.8.498.76770612640293678743741036832285577966,0 
1.2.826.0.1.3680043.8.498.76866669644399923079251454289445878725,18 
1.2.826.0.1.3680043.8.498.76974364325948039989029199327342786515,2 
1.2.826.0.1.3680043.8.498.77182906298054334385750757722523963656,3 
1.2.826.0.1.3680043.8.498.77394718572820298319113935685771312236,3 
1.2.826.0.1.3680043.8.498.77459676748714405167307910100402272658,3 
1.2.826.0.1.3680043.8.498.77469401758687792239622389990037703723,3 
1.2.826.0.1.3680043.8.498.77555918709995391823936127305024558558,20 
1.2.826.0.1.3680043.8.498.77573871064210277516224254232445572815,3 
1.2.826.0.1.3680043.8.498.77749059098768466644383990414301699318,6 
1.2.826.0.1.3680043.8.498.77753247369151416788665213977234951365,9 21 
1.2.826.0.1.3680043.8.498.77779200805708720169189729326005572874,12 
1.2.826.0.1.3680043.8.498.77795747668217965858748681496943891312,3 
1.2.826.0.1.3680043.8.498.77819813835431938972441679653540958246,3 
1.2.826.0.1.3680043.8.498.77823683790180515983097378707377858542,3 
1.2.826.0.1.3680043.8.498.77889829257901997874907105096819521671,9 
1.2.826.0.1.3680043.8.498.77935599580860430196193423571021869872,3 
1.2.826.0.1.3680043.8.498.78092589205812056556071639089171997738,3 
1.2.826.0.1.3680043.8.498.78120296675588074670499254572688993606,2 
1.2.826.0.1.3680043.8.498.78130438947168388315140188988306288915,8 
1.2.826.0.1.3680043.8.498.78174132314538910237011501552652555362,15 
1.2.826.0.1.3680043.8.498.78183162444143287078577192165640426280,3 7 
1.2.826.0.1.3680043.8.498.78335119827154022179961277059458233265,3 
1.2.826.0.1.3680043.8.498.78388261540267750302345205628087803745,14 
1.2.826.0.1.3680043.8.498.78401161739580676973623271087262413160,15 
1.2.826.0.1.3680043.8.498.78440684696637487593478785637372082525,3 
1.2.826.0.1.3680043.8.498.78470440204942155079467827472373590710,3 
1.2.826.0.1.3680043.8.498.78471440699080915296158726514805771201,14 
1.2.826.0.1.3680043.8.498.78491790982730713277292600327034906740,3 
1.2.826.0.1.3680043.8.498.78505394466765816495956987605489957030,6 
1.2.826.0.1.3680043.8.498.78508168266081517346412464197157710842,14 
1.2.826.0.1.3680043.8.498.78542035189292287245049544778802442441,3 
1.2.826.0.1.3680043.8.498.78547493856827312437836387017877591660,12 
1.2.826.0.1.3680043.8.498.78804044807863278765750137499383142788,9 21 
1.2.826.0.1.3680043.8.498.78931636184121821801623504951495201433,3 
1.2.826.0.1.3680043.8.498.78993408364555537423522773978925389676,11 
1.2.826.0.1.3680043.8.498.79026492809342944566348448622650687119,15 
1.2.826.0.1.3680043.8.498.79153174343097750220513091693690555215,3 
1.2.826.0.1.3680043.8.498.79238602451927749186466030838279962826,6 
1.2.826.0.1.3680043.8.498.79391526889005572760952487074224147030,21 
1.2.826.0.1.3680043.8.498.79461343838784075870454693032017322166,3 
1.2.826.0.1.3680043.8.498.79789803969602271722956531143460735025,3 
1.2.826.0.1.3680043.8.498.79817797426180514214642651038372867280,5 
1.2.826.0.1.3680043.8.498.79832673663257778250420406209401912318,14 
1.2.826.0.1.3680043.8.498.79948565679658396979036921290373496374,6 
1.2.826.0.1.3680043.8.498.80003445774859662563227578211134795477,6 
1.2.826.0.1.3680043.8.498.80163972702005275501688135719901125207,3 
1.2.826.0.1.3680043.8.498.80216376436506174361301868288606662600,3 
1.2.826.0.1.3680043.8.498.80271499847868710372361432257687519642,5 
1.2.826.0.1.3680043.8.498.80316354359175349512398481957100100547,3 
1.2.826.0.1.3680043.8.498.80404681981834387091293069933458998586,0 
1.2.826.0.1.3680043.8.498.80422717736857524816929245063619987125,14 
1.2.826.0.1.3680043.8.498.80478175479282670355996948992738570180,3 
1.2.826.0.1.3680043.8.498.80484924172485096527891446612614164975,3 
1.2.826.0.1.3680043.8.498.80518330963406833915089209886834390159,11 
1.2.826.0.1.3680043.8.498.80533585890806318160595000524214742843,3 
1.2.826.0.1.3680043.8.498.80670142656894505469925927474999525481,3 
1.2.826.0.1.3680043.8.498.80738448884763842465927498678625203041,9 21 
1.2.826.0.1.3680043.8.498.80759692546144986972132362600826257460,3 
1.2.826.0.1.3680043.8.498.80836784371973992636168451874360344165,3 
1.2.826.0.1.3680043.8.498.80861927945702755310503012557458964443,3 
1.2.826.0.1.3680043.8.498.80917359866047394561090484544838212925,3 
1.2.826.0.1.3680043.8.498.80923190505107577849671207183241522848,6 
1.2.826.0.1.3680043.8.498.80928594779038217662239495768796594729,1 
1.2.826.0.1.3680043.8.498.80979983091863332260383889466674394678,3 
1.2.826.0.1.3680043.8.498.81111929474360579039282738152589281007,2 
1.2.826.0.1.3680043.8.498.81226901065590705533318690939312125246,3 
1.2.826.0.1.3680043.8.498.81246424831986355214226040169983959759,15 
1.2.826.0.1.3680043.8.498.81260134246421153701038035318678983061,3 
1.2.826.0.1.3680043.8.498.81269965288230627455019427352602137621,21 
1.2.826.0.1.3680043.8.498.81282920712309831274231984439521267622,2 
1.2.826.0.1.3680043.8.498.81296755195153669993563160175016659714,17 
1.2.826.0.1.3680043.8.498.81324253828056400238835697704001729028,3 
1.2.826.0.1.3680043.8.498.81326685736682611377594464550021325491,3 
1.2.826.0.1.3680043.8.498.81363121416624677706039661585693647395,3 
1.2.826.0.1.3680043.8.498.81444913123119633945934484392895149883,3 
1.2.826.0.1.3680043.8.498.81506933133020096433590190057730092007,10 
1.2.826.0.1.3680043.8.498.81580713136897001471855091869809568031,3 
1.2.826.0.1.3680043.8.498.81606711267481959554555458196167249307,3 
1.2.826.0.1.3680043.8.498.81615309678881491851538761610606864024,11 
1.2.826.0.1.3680043.8.498.81627818873288747519901395558758838503,3 
1.2.826.0.1.3680043.8.498.81667270286163082233296592122323565532,15 
1.2.826.0.1.3680043.8.498.81669210983733956108468775890314694889,0 3 
1.2.826.0.1.3680043.8.498.81729785499909036035441404998707888136,14 
1.2.826.0.1.3680043.8.498.81819934816103146395310846946575216944,15 
1.2.826.0.1.3680043.8.498.81821820223500601248235580217624909228,11 
1.2.826.0.1.3680043.8.498.81848125970008804361802574449563215565,3 
1.2.826.0.1.3680043.8.498.81857443416549020154863003893945618284,3 
1.2.826.0.1.3680043.8.498.81867016464083080876195225647194367284,5 
1.2.826.0.1.3680043.8.498.81936347706308769181005441759428849361,2 
1.2.826.0.1.3680043.8.498.82207478675685026535192777834285583622,9 
1.2.826.0.1.3680043.8.498.82416075832064488098954782751053980478,16 
1.2.826.0.1.3680043.8.498.82468536623429429151352498021294332268,9 21 
1.2.826.0.1.3680043.8.498.82496683259058624581931962359144322169,3 
1.2.826.0.1.3680043.8.498.82747852086062076149184445334113719767,3 
1.2.826.0.1.3680043.8.498.82841428083494441412059995445700823350,21 
1.2.826.0.1.3680043.8.498.82925356439320671608298190506296275189,6 
1.2.826.0.1.3680043.8.498.82967404923279943483496074170806161292,3 
1.2.826.0.1.3680043.8.498.82969626131424325774791210321602901513,2 
1.2.826.0.1.3680043.8.498.82988333444087460186421119694712678029,3 
1.2.826.0.1.3680043.8.498.83026715369209704646259976049368405708,0 
1.2.826.0.1.3680043.8.498.83112923097121281546280725827008329182,3 
1.2.826.0.1.3680043.8.498.83167324372429285527488072420406568382,3 
1.2.826.0.1.3680043.8.498.83647007481943555097975708629478186438,3 
1.2.826.0.1.3680043.8.498.83737120855042966743987844472601961600,6 
1.2.826.0.1.3680043.8.498.83768380669648860555795383075389532192,6 
1.2.826.0.1.3680043.8.498.83830205205082076619545517457402464047,21 
1.2.826.0.1.3680043.8.498.83870739165993064101979563581809238327,3 
1.2.826.0.1.3680043.8.498.83898837859028979514441043450695737481,6 
1.2.826.0.1.3680043.8.498.83976598235863756001810262156980816987,9 
1.2.826.0.1.3680043.8.498.84005659773674694731955322283181215687,11 
1.2.826.0.1.3680043.8.498.84026621469194649210850646729563554057,21 
1.2.826.0.1.3680043.8.498.84090445731151378165945852949694910907,0 
1.2.826.0.1.3680043.8.498.84195286770915865285283493888654502396,10 
1.2.826.0.1.3680043.8.498.84220741654073964459151923710166254818,3 
1.2.826.0.1.3680043.8.498.84334526660735414316778804877028522300,3 
1.2.826.0.1.3680043.8.498.84376932274171387825449553240103366458,8 
1.2.826.0.1.3680043.8.498.84406120312130849470710601189811339511,0 
1.2.826.0.1.3680043.8.498.84418038323649486397954578925024884381,15 
1.2.826.0.1.3680043.8.498.84501730755531646761359949507296632322,3 
1.2.826.0.1.3680043.8.498.84551354213532970228348448377009898172,3 
1.2.826.0.1.3680043.8.498.84680338363180710981233364491608950891,2 13 20 
1.2.826.0.1.3680043.8.498.84683063653247572768032570139339153887,3 
1.2.826.0.1.3680043.8.498.84687910475766489044995859362415910743,15 
1.2.826.0.1.3680043.8.498.84718746544505750509173252735883930966,9 
1.2.826.0.1.3680043.8.498.84791765678612446017805462067606438053,0 
1.2.826.0.1.3680043.8.498.84803101293682216152921705602613159427,14 
1.2.826.0.1.3680043.8.498.84873068692019948879652826856918303973,3 
1.2.826.0.1.3680043.8.498.84970966230062427750626485908179499829,3 
1.2.826.0.1.3680043.8.498.84990919551164926573680462087019639123,3 
1.2.826.0.1.3680043.8.498.84994948699506696244495616720012605629,0 3 
1.2.826.0.1.3680043.8.498.85006210041675057929961354275447248755,0 
1.2.826.0.1.3680043.8.498.85046833200382572739034045089453741219,3 
1.2.826.0.1.3680043.8.498.85094154754033747970841254256615033382,6 
1.2.826.0.1.3680043.8.498.85097647668923361326601929880455375352,3 
1.2.826.0.1.3680043.8.498.85211483184156833049296266744798356307,3 
1.2.826.0.1.3680043.8.498.85277699722730898683263183740351354808,3 
1.2.826.0.1.3680043.8.498.85419646620654150337149233322557664995,13 20 
1.2.826.0.1.3680043.8.498.85495648454557212778626951012483148545,6 
1.2.826.0.1.3680043.8.498.85689450637123581874675526651470076567,14 
1.2.826.0.1.3680043.8.498.85718278591721104795259866978695160621,3 
1.2.826.0.1.3680043.8.498.85744893357891153003702605930840117659,0 
1.2.826.0.1.3680043.8.498.85768051534448835576877567773398478895,3 
1.2.826.0.1.3680043.8.498.85774906210423923564711303744778844690,14 
1.2.826.0.1.3680043.8.498.85792399784271243653430031919543012364,8 
1.2.826.0.1.3680043.8.498.85815712905123921161690933811847959164,3 
1.2.826.0.1.3680043.8.498.85889474153182788751052582173218980685,2 
1.2.826.0.1.3680043.8.498.85959401518698548192402776699442879996,15 
1.2.826.0.1.3680043.8.498.86047523480037867703582823373431534967,3 
1.2.826.0.1.3680043.8.498.86074957473716886761543141960702078667,19 
1.2.826.0.1.3680043.8.498.86102441993547934252270462047774306098,11 
1.2.826.0.1.3680043.8.498.86105545979075422856703295064345446162,6 
1.2.826.0.1.3680043.8.498.86163481674204879407679912982510100110,2 
1.2.826.0.1.3680043.8.498.86362988389115608778321505923481111052,3 
1.2.826.0.1.3680043.8.498.86545232502450525182256443992353070791,3 
1.2.826.0.1.3680043.8.498.86693958871652896111010821547498045732,3 
1.2.826.0.1.3680043.8.498.86713234754450346697570307802905763492,3 
1.2.826.0.1.3680043.8.498.86767374189324546088390281896006957068,21 
1.2.826.0.1.3680043.8.498.87014354738281100845575842267380012223,3 
1.2.826.0.1.3680043.8.498.87055884597752386047673927765059545835,11 
1.2.826.0.1.3680043.8.498.87064935831125774812946129912938611906,13 
1.2.826.0.1.3680043.8.498.87277907302968421263414821484990472470,3 
1.2.826.0.1.3680043.8.498.87379724588248750286426480199590378506,17 
1.2.826.0.1.3680043.8.498.87427722256738190488460877117656414808,15 
1.2.826.0.1.3680043.8.498.87534846802625019643229619427127327767,3 
1.2.826.0.1.3680043.8.498.87541573309587388537890960348852282224,3 
1.2.826.0.1.3680043.8.498.87685453877534393929791084612947920830,3 
1.2.826.0.1.3680043.8.498.87788663200937006247876794615196789625,3 
1.2.826.0.1.3680043.8.498.87935379073442194933586677724267942859,15 
1.2.826.0.1.3680043.8.498.87987153780913957918055389722865428035,0 
1.2.826.0.1.3680043.8.498.87997100783010008248926223772857738230,3 
1.2.826.0.1.3680043.8.498.88048701142665382416603731564856868866,3 
1.2.826.0.1.3680043.8.498.88055284861184854928693676616485224405,1 
1.2.826.0.1.3680043.8.498.88146854403303188462089432424253824655,3 
1.2.826.0.1.3680043.8.498.88201401328037140717800775648491689417,10 
1.2.826.0.1.3680043.8.498.88318020075632549388553812733236192216,7 
1.2.826.0.1.3680043.8.498.88421842295081140734597913074147642687,14 
1.2.826.0.1.3680043.8.498.88472775577462540945457962098141847809,0 
1.2.826.0.1.3680043.8.498.88504904096580764654514827734455120097,13 20 
1.2.826.0.1.3680043.8.498.88514018637385892241040005982121194378,10 19 
1.2.826.0.1.3680043.8.498.88561832645976512814542549040281550556,15 
1.2.826.0.1.3680043.8.498.88645850982281206749900171912357995329,3 
1.2.826.0.1.3680043.8.498.88648560475631253900141464819963647045,9 21 
1.2.826.0.1.3680043.8.498.88655360626105586385083574453170072186,11 
1.2.826.0.1.3680043.8.498.88704318790661204198991572928938274310,3 
1.2.826.0.1.3680043.8.498.88762562453442549574757902796313079836,0 
1.2.826.0.1.3680043.8.498.88805143461424536216618620186118636709,3 
1.2.826.0.1.3680043.8.498.88897032427089759414123116563313436990,2 
1.2.826.0.1.3680043.8.498.88935736832225303621771581327977890258,11 
